Longitude,Latitude,Mammal,bio_1,bio_2,bio_3,bio_4,bio_5,bio_6,bio_7,bio_8,bio_9,bio_10,bio_11,bio_12,bio_13,bio_14,bio_15,bio_16,bio_17,bio_18,bio_19,Mean.Elevation,SD.Elevation
-105,85,3,-207,67,14,14791,44,-426,470,-26,-374,0,-374,92,20,2,79,53,6,46,6,1,0
-95,85,8,-215.9025157,59.83962264,12.2327044,15097.00314,41.70754717,-428.0377358,469.745283,-31.07232704,-381.6949686,-3.471698113,-384.4371069,102.0125786,20.93081761,3.122641509,69.51572327,55.03144654,9.578616352,48.61320755,9.79245283,418.8759928,375.0499567
-85,85,8,-217.8888889,57.34408602,11.38948626,15866.16965,51.52568698,-430.8195938,482.3452808,-25.71445639,-391.6583035,6.211469534,-391.6583035,115.1087216,17.84468339,4.954599761,50.33691756,50.61648746,15.94862605,44.63799283,15.94862605,513.4965882,415.448684
-75,85,7,-215.2236728,54.71366406,11.93994778,14370.43255,27.29677981,-412.9582245,440.2550044,-40.43690165,-373.7180157,-13.67275892,-374.4116623,180.6318538,24.20365535,9.248041775,38.31766754,69.12010444,28.95735422,60.86858138,28.98781549,885.5653624,517.5145113
-65,85,8,-179.2314815,60.90393519,14.27430556,12942.8206,47.81365741,-364.9143519,412.7280093,-21.56597222,-322.2534722,3.642361111,-324.1701389,161.2361111,23.77893519,7.392361111,43.31018519,67.6875,22.96412037,57.05092593,23.05324074,434.64678,328.509901
-55,85,7,-182.236211,54.23741007,13.25179856,12064.52158,32.02278177,-362.1318945,394.1546763,-52.15707434,-319.971223,-12.13908873,-320.3141487,237.9220624,35.58752998,11.4736211,41.0911271,93.32014388,36.0059952,75.69304556,36.02278177,788.5871164,494.5181073
-45,85,7,-185.2206278,57.35067265,14.37130045,11664.33004,22.29865471,-362.490583,384.7892377,-72.30852018,-304.7049327,-21.05560538,-317.2071749,260.7479821,35.48789238,14.46995516,34.33363229,94.52556054,46.84125561,78.39910314,47.08878924,851.1524836,633.3659306
-35,85,7,-192.4704074,61.51575711,15.59953882,11649.13451,14.04073789,-368.2121445,382.2528824,-88.47809377,-238.1637202,-28.32282859,-322.1245196,271.3812452,34.71483474,15.48808609,28.73405073,94.16064566,52.29900077,79.74404304,54.93312836,761.4135266,543.2718004
-25,85,6,-180.4324578,70.3630394,17.29643527,12031.36304,36.21106942,-360.2476548,396.4587242,-33.01125704,-144.9090056,-10.26360225,-312.3405253,186.9212008,24.0412758,9.283302064,25.52532833,63.48030019,35.53564728,55.35834897,41.45684803,463.3952196,294.277961
-15,85,6,-150.7699758,67.60048426,16.97578692,11952.20097,65.48910412,-322.8014528,388.2905569,-6.629539952,-99.69491525,20.82082324,-279.2493947,177.5496368,23.2590799,6.537530266,32.49878935,63.82082324,28.22033898,51.07263923,35.28571429,171.6630526,310.9867079
15,85,3,-72.12765957,42.91489362,17.29787234,6970.723404,54.70212766,-186.2553191,240.9574468,-13.53191489,-59.25531915,22.59574468,-151.0638298,231.3617021,27.46808511,10.40425532,26.29787234,73.5106383,36.14893617,54.78723404,64.46808511,138.3541296,117.7163915
25,85,3,-71.78740157,45.37007874,19.48818898,6402.314961,47.55905512,-178.7165354,226.2755906,-15.43307087,-63.98425197,15.37795276,-143.6141732,295.0787402,32.47244094,14.38582677,21.77952756,89.48818898,49.21259843,76.79527559,81.03937008,256.7316741,176.8721921
35,85,1,-62.62962963,47.22222222,21,6042.481481,54.37037037,-162.8888889,217.2592593,-6.703703704,-62.44444444,21.74074074,-130.3333333,320.8888889,34.44444444,16.48148148,19.85185185,97.2962963,54.48148148,90.74074074,83.55555556,50.84473083,84.18191248
45,85,1,-102.8534483,63.01724138,21.94827586,7634.103448,47.47413793,-234.7241379,282.1982759,-28.77586207,-99.63793103,0.689655172,-191.2672414,254.2068966,32.20689655,12.42241379,26.19827586,86.18965517,40.57758621,83.8362069,60.26724138,155.2998851,120.6577281
55,85,1,-132.176,69.67466667,20.648,9397.064,45.61333333,-285.1173333,330.7306667,-57.97066667,-109.1946667,-8.269333333,-240.5413333,243.4773333,28.45866667,11.76266667,23.78133333,76.81333333,39.95466667,63.03466667,61.30133333,156.5355699,120.48525
65,85,1,-140.4893617,69.21985816,20,9642.361702,36.14893617,-302.1985816,338.3475177,-25.58865248,-117.5460993,-15.32624113,-254.8794326,203.2978723,23.9787234,10.39007092,25.16312057,66.86524823,33.63120567,53.63829787,46.5177305,177.2548641,134.6714713
75,85,1,-152.1818182,61.36363636,18,10236.81818,17.72727273,-316.3636364,334.0909091,-24.54545455,-211.9090909,-21.09090909,-274.8181818,159.7272727,23.63636364,7.454545455,39.27272727,65.54545455,25.27272727,54.54545455,28.63636364,121.2615185,80.61545567
85,85,1,-152.3333333,61.66666667,18,10267.33333,17.33333333,-317.3333333,334.6666667,-24.66666667,-238.3333333,-21,-275.3333333,152.3333333,23.33333333,7,41.33333333,64.33333333,23.66666667,54,26.33333333,72.66017699,63.01574094
95,85,2,-175.3536122,72.70342205,17.89353612,12112.17871,41.52851711,-356.6159696,398.1444867,-19.34220532,-287.7984791,-15.86311787,-315.5437262,159.3878327,27.14448669,7.562737643,53.80608365,77.24714829,24.18631179,64.5095057,24.74524715,247.328858,237.9609376
-175,75,5,-123.2571429,60.74285714,16.67142857,10890.71429,49.21428571,-306.7,355.9142857,8.328571429,-177.2428571,14.12857143,-255.0714286,165.9,27.55714286,6.8,45.12857143,71.01428571,22.27142857,62.91428571,29.7,140.5949307,148.0096629
-165,75,22,-101.275,63.225,15.8,12089.475,103.45,-289.65,393.1,50.75,-192.375,56.275,-241.4,148.625,33.425,5,74.875,84.8,16.025,71.425,16.575,25.64493267,14.45552042
-155,75,23,-118.4034582,77.90778098,16.57925072,13439.78674,116.5417867,-337.8299712,454.3717579,48.93659942,-217.1988473,57.13544669,-279.9884726,137.518732,33.22766571,4.181556196,74.25936599,74.29971182,14.59654179,68.88760807,15.98270893,21.06337721,16.79949378
-145,75,22,-113.5697674,93.20930233,18.52325581,14202.05814,139.1860465,-349.5581395,488.744186,58.58139535,-238.5348837,72.60465116,-285.1511628,146.7906977,31,4.290697674,64.1744186,71.70930233,14.11627907,69.73255814,18.70930233,21.92483489,19.26095459
-135,75,22,-113.2857143,67.42857143,14,14133.71429,134.5714286,-321.7142857,456.2857143,62.85714286,-251,73,-276.7142857,122.1428571,28,3,70.28571429,64.85714286,11,58.71428571,11.71428571,1,0
-125,75,23,-150.8657343,56.13426573,12.66853147,13362.64755,78.41678322,-347.6153846,426.0321678,14.69090909,-306.9188811,28.01958042,-307.5160839,118.213986,24.78321678,2.904895105,67.72727273,61.32867133,10.17062937,52.35524476,10.18741259,141.4633384,98.85959438
-115,75,10,-169.0173116,59.0814664,12.67107943,14037.54379,70.85132383,-377.5127291,448.364053,6.474541752,-332.8940937,19.88136456,-332.8991853,107.7306517,21.83452138,2.5,70.33248473,57.64562118,9.013747454,49.88492872,9.014256619,167.1253389,118.7112396
-105,75,9,-174.2658537,63.80182927,13.37073171,14352.60244,73.75365854,-385.7012195,459.454878,5.53902439,-338.4323171,20.55365854,-339.1939024,89.05060976,18.4695122,1.483536585,72.04634146,48.75060976,6.749390244,41.7902439,6.800609756,92.18008343,72.97944685
-95,75,14,-176.9441624,66.82510383,14.05399169,14221.39409,70.07014305,-389.1564375,459.2265805,0.447161975,-340.2081218,17.11952007,-341.4467005,123.4374712,26.45546839,3.185048454,71.06783572,66.38071066,10.45916013,58.39640055,10.59021689,214.2572934,265.0500036
-85,75,10,-171.7239181,62.69775243,13.32472325,14223.98222,76.1848373,-378.4803757,454.665213,1.220731298,-334.0784971,23.47098289,-334.0999665,160.1744381,28.77222409,5.025830258,60.67561221,76.74169742,16.24320698,64.67796042,16.24454881,377.7764387,328.9824332
-75,75,11,-167.6027479,62.64994026,13.92353644,13591.25747,64.99283154,-370.6911589,435.6839904,0.487455197,-324.0298686,15.40083632,-324.9569892,196.7592593,31.53703704,7.242532855,51.95818399,87.4958184,23.09199522,74.67264038,23.13321386,579.93533,390.9112812
-65,75,11,-160.1874533,56.76699029,14.40403286,11865.07618,44.31441374,-337.2173264,381.5317401,-54.2098581,-296.004481,2.818521285,-297.8924571,232.7781927,31.38312173,11.07542942,36.12023898,87.55862584,35.86034354,69.46228529,35.95519044,788.2525248,419.7551848
-55,75,8,-162.3148668,43.92286115,12.19004208,10516.71353,21.86921459,-327.7303647,349.5995792,-131.4084853,-287.0550491,-18.5326087,-288.002805,422.0550491,55.66900421,23.35098177,31.23281907,150.6679523,73.28962132,113.9102384,73.34992987,1504.241182,601.9649635
-45,75,4,-204.6972222,41.63583333,11.64527778,10413.37194,-17.04722222,-361.2444444,344.1972222,-205.3327778,-247.5636111,-58.59833333,-322.1705556,775.2175,87.32444444,50.60722222,18.94583333,249.8263889,162.9816667,187.1125,169.8675,2457.308012,351.3321693
-35,75,3,-214.9613889,43.04861111,12.84361111,9809.655556,-39.90305556,-363.0280556,323.125,-203.76,-144.3547222,-77.52388889,-323.9905556,949.8441667,100.3738889,59.06166667,16.17555556,291.8544444,201.4616667,222.9136111,228.8352778,2494.887397,434.7977759
-25,75,6,-167.8130106,69.70347958,20.48623298,9702.72466,11.81059002,-323.5219365,335.3325265,-68.51437216,-127.791528,-33.39969743,-275.3688351,499.5204236,56.23237519,31.56369138,16.56913767,147.5818457,105.122239,131.9984871,127.3062027,1201.091721,671.5751307
-15,75,6,-127.3913043,70.67391304,19.45289855,10518.30797,64.81884058,-291.2173913,356.0362319,-15.97101449,-82.99275362,20.64492754,-241.7427536,179.4094203,19.9384058,6.862318841,26.27173913,55.55797101,26.77536232,45.35507246,47.18115942,127.4295938,178.4272229
-5,75,3,-19,41.07692308,26.15384615,3991.076923,61.92307692,-92.15384615,154.0769231,-7.846153846,-14.53846154,35.15384615,-64.69230769,752.6923077,88.15384615,36.15384615,25.46153846,245.0769231,124.5384615,198.6153846,193.9230769,429.8968023,433.020649
15,75,10,-71.00127226,43.18447837,17.95292621,6736.71883,53.51653944,-181.0152672,234.5318066,-6.582697201,-57.83587786,20.69847328,-147.6132316,348.5725191,39.88931298,17.88422392,22.09796438,108.4007634,60.18829517,87.26844784,93.43638677,419.9302348,287.4775861
25,75,27,-40.75901876,60.21067821,22.74170274,6795.878788,92.80519481,-163.5670996,256.3722944,8.349206349,-48.54256854,50.88888889,-120.2510823,434.6060606,50.3968254,23.75757576,21.97835498,137,77.92352092,124.3636364,108.6608947,294.2075648,177.8615793
35,75,20,-0.222222222,50.03703704,23.33333333,5554,111.4814815,-97.74074074,209.2222222,66.62962963,-15.2962963,75.03703704,-63.62962963,524.4814815,56.25925926,29.11111111,20.22222222,164.8518519,96.14814815,155,124.8518519,176.5760697,102.9240101
55,75,9,-80.52896725,79.08060453,22.51007557,9040.221662,106.9193955,-238.1020151,345.0214106,38.75692695,-108.1599496,40.02518892,-187.1473552,357.9647355,46.74055416,18.05163728,30.17758186,130.2695214,61.68639798,122.6712846,71.64609572,270.7656958,229.7696399
65,75,16,-105.0707965,73.47610619,19.33097345,10464.53628,90.20884956,-279.9292035,370.1380531,25.5380531,-185.0106195,31.59823009,-230.9451327,252.5168142,36.27964602,12.37699115,36.1699115,96.14867257,39.44778761,88.72920354,43.17345133,217.1263434,258.8806241
75,75,17,-104.661435,69.17825112,16.80941704,11920.4148,102.7914798,-296.5874439,399.3789238,53.03363229,-196.5224215,53.29596413,-245.396861,309.8856502,46.42488789,15.10986547,37.42152466,120.5852018,48.34304933,120.4730942,56.0470852,24.1211816,16.17934181
85,75,26,-118.1640049,75.71867322,16.3507371,13313.70516,124.4422604,-324.7346437,449.1769042,55.58722359,-215.0614251,58.40786241,-271.3654791,326.6529484,52.34275184,14.01842752,46.3458231,139.7856265,44.1529484,121.6369779,56.88513514,70.06081877,62.23387293
95,75,30,-139.4211524,85.1550417,17.12623199,14240.47536,125.8297953,-361.1258529,486.9556482,42.34116755,-293.9586808,50.28430629,-305.070508,280.3593632,42.29492039,12.21986353,44.66603487,118.6474602,39.20924943,109.8589841,44.55989386,156.4898557,173.3756611
105,75,27,-147.1485533,86.7815808,16.850741,14790.42802,126.0610445,-376.2731122,502.3341567,44.63338038,-305.1122089,50.20289344,-319.3521524,257.8521524,40.13161609,10.96753705,46.07233592,110.2879323,36.22794637,107.6848977,37.58362738,193.682769,176.8828727
115,75,29,-140.3527295,85.10137972,14.48290342,17130.19796,160.209958,-408.5218956,568.7318536,78.64247151,-324.7402519,83.15716857,-349.7924415,220.4511098,34.47570486,9.211157768,47.0509898,95.31313737,30.10437912,94.60707858,31.21355729,120.2420295,122.8471049
125,75,33,-148.9687757,89.79375514,14.53163517,18417.21857,168.5875103,-430.6195563,599.2070666,69.05505341,-346.1865242,88.03944125,-376.9761709,264.9161873,41.71158587,10.12818406,48.8430567,113.6474938,34.00328677,109.0690222,39.03451109,151.5076293,148.4288291
135,75,29,-151.6508564,105.8972332,18.65085639,17213.02899,149.2621871,-411.2068511,560.4690382,64.81554677,-310.428195,66.46245059,-363.4505929,190.8142292,37.77206851,5.880105402,66.51119895,98.09090909,19.81027668,97.63241107,23.09617918,90.10273438,115.2791536
145,75,25,-145.8958333,92.70014881,18.64583333,14874.18899,117.1525298,-370.0297619,487.1822917,36.49181548,-272.6979167,45.33110119,-323.0818452,147.0208333,28.12723214,3.943452381,67.39806548,74.625,14.29315476,72.71354167,17.453125,25.54844747,37.5975637
155,75,25,-140.737931,95.31724138,17.4183908,16327.56322,146.708046,-386.0505747,532.7586207,59.10344828,-189.0712644,70.83908046,-337.9793103,153.8321839,27.56781609,4.409195402,51.27126437,67.17471264,16.57241379,66.41149425,27.29195402,24.72847717,32.24388984
165,75,20,-139.5555556,101.1666667,21.16666667,13859.66667,108.6111111,-356.9444444,465.5555556,28.5,-245,35.77777778,-303.7777778,116,21.05555556,3.111111111,56.94444444,54.66666667,11.61111111,51.38888889,18.44444444,30.58831004,49.33843003
175,75,24,-136.3023256,74.46511628,17.41860465,12580.02326,76.44186047,-339.5581395,416,20.39534884,-185.2093023,25.95348837,-284.0232558,149.1860465,28.55813953,4.790697674,55.86046512,69.93023256,16.88372093,65.6744186,23.20930233,178.5577132,138.2758889
-175,65,21,-79.6964467,62.23553299,17.80507614,9985.758376,92.72182741,-247.9878173,340.7096447,39.78680203,-126.6192893,48.04974619,-198.7248731,407.6284264,57.4213198,16.59187817,39.32588832,154.6203046,53.69441624,139.457868,75.06091371,209.1206013,181.1546206
-165,65,47,-49.5127926,72.64833968,19.82906913,10662.94502,139.4790419,-220.6788242,360.1578661,81.65596081,-113.4665215,89.89548176,-175.5269461,372.2406097,80.1066957,13.94120849,65.62112139,188.6303756,46.86554164,156.59227,52.83015787,161.1643001,190.9227368
-155,65,48,-63.43423625,97.03602346,21.52192125,12798.33929,169.5696733,-276.1502374,445.7199106,87.54900866,-111.3155543,102.7763195,-220.7556548,373,74.99273946,14.42306618,60.06562413,177.5878246,50.7657079,163.8737783,59.44065903,404.842715,394.6651034
-145,65,53,-70.85927385,107.7900366,23.15142133,12984.11202,172.8736279,-291.1539544,464.0275823,87.66450887,-140.1013228,96.71094849,-230.7041936,394.4292147,64.79960597,15.63467492,57.88066423,171.4050099,53.94624261,153.8325359,73.78637771,791.4769352,560.0184801
-135,65,60,-74.30208333,108.0431134,21.58912037,13565.79398,180.5523727,-311.2864583,491.838831,89.69039352,-154.162037,100.3509838,-242.0810185,308.1964699,51.43894676,12.42042824,48.01157407,129.6177662,42.97309028,126.921875,54.33246528,808.7604688,538.0994068
-125,65,61,-78.39435028,95.20338983,18.78135593,14323.22373,176.880791,-315.9367232,492.8175141,97.59632768,-202.0240113,103.0087571,-257.6214689,325.8310734,52.97711864,13.9440678,47.93672316,138.8319209,45.83841808,136.850565,50.49745763,559.089054,493.177478
-115,65,54,-85.15101449,89.16724638,17.21246377,14698.66667,169.1411594,-332.082029,501.2231884,88.99623188,-219.6733333,100.3655072,-270.1942029,254.7623188,40.88376812,10.3457971,48.41333333,107.6628986,33.71884058,99.69855072,38.96086957,305.1618594,136.1679798
-105,65,46,-114.1800409,82.99474759,15.66121973,15227.993,150.1546542,-362.2725416,512.4271958,71.58681062,-296.40356,80.57893201,-301.8278378,224.5503356,38.84913919,6.86402101,58.8605194,104.2287715,23.74875985,97.23227313,25.06477969,264.9639828,128.9560253
-95,65,34,-134.2043184,83.90525298,15.7296165,15369.33999,135.4247502,-381.8830164,517.3077667,57.90041895,-321.3822108,62.08185627,-322.4289397,228.751853,40.41604898,5.381566226,63.36545279,111.1575894,19.59619723,97.54753464,20.13438608,144.3095691,99.14489864
-85,65,15,-128.9030704,76.86815172,16.08549067,13525.04877,114.8416616,-348.2444311,463.0860927,38.31908489,-292.7086093,46.99939795,-292.8181818,231.6773028,44.77603853,5.178807947,65.41180012,113.308248,18.02107164,97.69596629,18.30523781,165.0618705,125.5521063
-75,65,19,-102.6932966,67.16161616,15.94995409,11903.65794,105.1216713,-303.6841139,408.8057851,41.2892562,-252.0371901,46.62396694,-253.6629936,303.3613407,50.78833792,10.52387511,52.99311295,130.6101928,34.20844812,116.2089073,34.29935721,192.5830097,172.3364678
-65,65,21,-109.0791063,62.08333333,16.00966184,11092.4535,82.49094203,-293.7572464,376.2481884,0.546497585,-242.1135266,30.39190821,-249.40157,377.7155797,57.12922705,13.11956522,46.37318841,155.8429952,45.56219807,129.5869565,46.62862319,458.768706,344.2130339
-55,65,7,-50.06918239,63.62389937,21.68427673,7971.899371,101.5157233,-187.8251572,289.3408805,34.56855346,-126.3471698,54.00880503,-147.6062893,447.3345912,52.63899371,25.44654088,27.37358491,150.2050314,80.62012579,132.6477987,83.18867925,453.1623618,367.6470476
-45,65,7,-99.18909549,52.78758273,19.85660258,7469.476521,48.89883391,-216.5710684,265.4699023,-99.07343208,-69.72801765,3.506460763,-182.6908289,1220.349827,130.0816262,78.83296565,16.53135834,372.5924992,249.956508,274.4513079,295.1714466,1854.956673,750.4873977
-35,65,4,-131.6211523,45.52880821,18.41120758,6898.546961,0.445146014,-245.1578532,245.6029992,-127.4088398,-58.16732439,-37.32123125,-209.5974743,1359.745067,142.0805051,74.17837411,16.87766377,407.2454617,270.9928966,287.1049724,358.1633781,2218.943821,849.2585557
-25,65,7,-44.003125,56.2,27.7578125,5346.475,64.5875,-138.153125,202.740625,-30.196875,9.7234375,28.2140625,-104.3765625,1016.253125,109.6984375,60.5140625,17.11875,299.1765625,199.259375,225.815625,281.346875,968.2581963,797.4801865
-15,65,4,10.34219858,55.82446809,33.55319149,3956.640071,102.106383,-61.73404255,163.8404255,-8.835106383,40.26950355,65.00531915,-32.64184397,1228.001773,136.0301418,73.61702128,18.70744681,364.0336879,232.8510638,263.9858156,341.4078014,602.7541111,384.2207401
-5,65,7,62.93333333,43.15,34.26666667,2981.85,131.2,6.7,124.5,44.95,89.26666667,102.5666667,29.3,1322.4,155.75,63.98333333,29.9,449.2,203.6,251.45,387.2,114.0598141,114.4596725
5,65,45,22.56885246,62.56885246,27.63278689,5697.481967,145.1081967,-77.63770492,222.7459016,37.17540984,16.59180328,97.78360656,-46.80819672,1435.245902,173.942623,66.81311475,28.23606557,489.3622951,230.8770492,335.3196721,378.0081967,816.1762606,473.0879985
15,65,53,15.52141527,74.76573557,25.39068901,7504.359032,169.7296089,-121.2741155,291.0037244,87.73035382,-22.68268156,114.4960894,-78.61042831,826.8916201,105.7951583,41.2867784,29.49050279,282.0800745,137.6823091,244.0793296,190.3627561,474.2933778,284.8119831
25,65,57,8.102587519,81.9196347,22.96590563,9143.447184,191.139726,-158.1884323,349.3281583,116.3656012,-60.33729072,129.1552511,-107.3704718,549.1829528,73.73546423,27.72359209,32.25022831,198.0024353,87.44657534,190.2803653,106.2554033,204.9199644,157.7719025
35,65,58,7.662779397,74.7116942,21.01360544,9154.92517,190.0835763,-157.1286038,347.2121801,104.9931973,-87.6313573,127.7955944,-109.0813087,561.8645935,73.85843861,25.25072886,33.02040816,201.5970198,84.14188533,193.1839974,98.77842566,144.1336436,87.66197247
45,65,52,-0.134447674,86.37172965,21.52434593,10020.33358,205.1031977,-188.3909884,393.494186,115.9778343,-105.2532703,129.8553779,-130.1704215,555.346657,71.203125,25.26744186,31.03597384,195.1598837,84.53815407,191.2837936,98.74055233,116.8778069,60.19971511
55,65,55,-21.93194707,88.30655325,19.70667927,11424.75709,207.1235035,-229.458097,436.5816005,118.8809074,-109.7555135,127.2718967,-168.5504096,567.1071204,72.18147448,26.56458727,30.90800252,199.247322,87.14933837,193.0979836,104.6817895,161.3918722,129.6966841
65,65,53,-44.57596765,90.71634893,18.97978047,12730.93241,200.8555748,-264.6741768,465.5297516,117.7897169,-184.8027152,121.231658,-206.0716349,477.0996534,68.35817447,18.89283651,41.06210283,189.3567302,63.90843443,185.7498556,71.86568458,108.7628773,129.6320406
75,65,49,-60.80709921,83.54873436,17.18475415,13489.02997,186.8242653,-283.7896421,470.6139075,113.3552517,-199.9482106,116.1931917,-227.6921734,476.370963,68.97497818,20.0096014,38.67558918,186.5318592,67.79895257,183.2304335,77.07913878,55.81262465,29.59096928
85,65,48,-64.71416667,93.95,17.88166667,14352.70611,208.0447222,-302.3930556,510.4377778,98.73361111,-181.5772222,124.8808333,-242.2883333,521.9461111,67.71333333,21.85,35.67861111,191.8533333,75.15777778,180.8697222,89.77083333,109.631194,99.48657121
95,65,51,-100.1516667,105.4927778,18.0575,16082.23139,199.2872222,-369.5947222,568.8819444,91.58777778,-255.8541667,107.0088889,-305.6408333,509.2155556,74.21638889,19.1575,41.31694444,198.4616667,66.98638889,193.29,77.94666667,533.0574222,255.2517168
105,65,42,-106.8641667,118.9627778,18.83083333,17495.89528,211.8775,-403.5241667,615.4016667,117.2530556,-295.5630556,117.2530556,-330.1213889,338.2705556,55.38611111,10.18805556,52.71638889,152.0275,35.57777778,152.0275,41.32305556,408.4602326,121.4003787
115,65,45,-109.335,106.6888889,16.48027778,18604.34361,213.7475,-415.0816667,628.8291667,126.1016667,-286.8158333,126.1644444,-348.6055556,311.7744444,52.91111111,9.206388889,53.43138889,141.3158333,32.20055556,141.3130556,38.71277778,308.2605389,107.2310592
125,65,48,-122.0555556,100.23,14.95333333,19865.93833,213.1788889,-435.6944444,648.8733333,122.1294444,-304.5669444,127.0169444,-378.2527778,311.6633333,53.08805556,9.121944444,57.51388889,145.57,30.66722222,145.0447222,35.89861111,369.9520854,345.2943063
135,65,48,-149.6525,115.135,16.46972222,21075.97111,199.3583333,-479.2630556,678.6213889,110.2294444,-373.7288889,110.24,-421.8627778,305.3288889,61.26333333,6.676111111,73.37861111,166.4044444,22.23138889,166.4022222,25.50861111,620.1387299,404.3199692
145,65,44,-150,105.0666667,17.2575,18443.04389,163.4502778,-428.8025,592.2527778,82.79277778,-297.9108333,83.61388889,-379.8327778,303.7947222,62.31666667,7.116666667,69.67277778,158.995,26.31611111,158.5655556,33.60694444,738.2396299,513.6060805
